,index,split
67959,129124,train
67960,129126,train
67961,129127,train
67962,129128,train
67963,129129,train
67964,129137,train
67965,129138,train
67966,129143,test
67967,129145,test
67968,129147,test
67969,129148,test
67970,129149,test
67971,129150,test
67972,129151,test
67973,129152,train
67974,129154,test
67975,129158,test
67976,129159,test
67977,129161,test
67978,129162,train
67979,129164,train
67980,129175,train
67981,129177,train
67982,129179,train
67983,129180,train
67984,129182,train
67985,129184,train
67986,129185,train
67987,129186,train
67988,129190,train
67989,129192,train
67990,129193,train
67991,129195,train
67992,129197,test
67993,129198,test
67994,129199,validate
67995,129200,validate
67996,129202,train
67997,129204,train
67998,129206,train
67999,129208,train
68000,129210,train
68001,129212,train
68002,129214,train
68003,129216,train
68004,129218,train
68005,129220,train
68006,129222,train
68007,129223,train
68008,129224,train
68009,129225,train
68010,129226,train
68011,129228,train
68012,129229,train
68013,129231,validate
68014,129234,train
68015,129236,train
68016,129237,train
68017,129238,train
68018,129242,test
68019,129243,test
68020,129246,train
68021,129248,train
68022,129249,train
68023,129250,train
68024,129251,train
68025,129252,train
68026,129253,train
68027,129254,train
68028,129255,train
68029,129256,train
68030,129257,train
68031,129258,train
68032,129259,train
68033,129260,train
68034,129261,train
68035,129262,train
68036,129263,train
68037,129286,train
68038,129288,test
68039,129290,train
68040,129293,train
68041,129315,test
68042,129316,test
68043,129318,train
68044,129320,train
68045,129342,test
68046,129344,test
68047,129345,test
68048,129346,train
68049,129347,train
68050,129348,train
68051,129349,train
68052,129350,train
68053,129351,test
68054,129353,train
68055,129354,train
68056,129355,train
68057,129356,train
68058,129358,train
68059,129359,train
68060,129360,train
68061,129362,train
68062,129365,train
68063,129366,test
68064,129367,test
68065,129368,test
68066,129369,test
68067,129370,train
68068,129371,train
68069,129373,train
68070,129375,train
68071,129377,train
68072,129395,train
68073,129397,train
68074,129398,train
68075,129399,train
68076,129400,train
68077,129401,train
68078,129402,train
68079,129403,train
68080,129404,train
68081,129406,train
68082,129410,train
68083,129412,train
68084,129413,train
68085,129414,train
68086,129415,train
68087,129416,train
68088,129417,train
68089,129418,train
68090,129419,train
68091,129420,train
68092,129421,test
68093,129428,train
68094,129430,train
68095,129432,train
68096,129433,train
68097,129434,train
68098,129435,train
68099,129436,train
68100,129438,train
68101,129439,train
68102,129445,train
68103,129446,train
68104,129451,train
68105,129453,train
68106,129455,train
68107,129457,train
68108,129459,train
68109,129460,train
68110,129461,train
68111,129462,train
68112,129463,train
68113,129464,test
68114,129465,test
68115,129467,test
68116,129470,train
68117,129471,train
68118,129472,train
68119,129473,train
68120,129476,train
68121,129482,train
68122,129483,train
68123,129495,validate
68124,129497,validate
68125,129499,validate
68126,129501,validate
68127,129502,train
68128,129504,train
68129,129506,train
68130,129507,train
68131,129508,train
68132,129509,train
68133,129510,train
68134,129511,train
68135,129512,test
68136,129514,train
68137,129516,validate
68138,129521,train
68139,129522,test
68140,129523,test
68141,129524,test
68142,129525,test
68143,129526,test
68144,129527,test
68145,129528,test
68146,129529,train
68147,129532,train
68148,129534,test
68149,129536,test
68150,129537,test
68151,129538,test
68152,129539,test
68153,129540,train
68154,129542,train
68155,129544,train
68156,129546,train
68157,129547,train
68158,129553,test
68159,129555,test
68160,129556,test
68161,129557,validate
68162,129559,train
68163,129560,train
68164,129564,train
68165,129566,train
68166,129567,test
68167,129568,test
68168,129569,test
68169,129570,test
68170,129571,test
68171,129572,test
68172,129573,test
68173,129574,test
68174,129575,train
68175,129576,validate
68176,129578,train
68177,129580,train
68178,129581,train
68179,129583,train
68180,129585,train
68181,129587,train
68182,129589,train
68183,129591,train
68184,129593,test
68185,129594,test
68186,129595,test
68187,129596,test
68188,129604,test
68189,129605,test
68190,129606,train
68191,129607,train
68192,129609,train
68193,129610,train
68194,129614,train
68195,129615,train
68196,129617,train
68197,129619,train
68198,129620,train
68199,129622,train
68200,129638,validate
68201,129643,train
68202,129644,train
68203,129645,train
68204,129648,train
68205,129649,train
68206,129650,train
68207,129651,train
68208,129652,train
68209,129653,train
68210,129654,train
68211,129655,train
68212,129656,train
68213,129657,train
68214,129658,train
68215,129659,train
68216,129660,train
68217,129661,train
68218,129662,train
68219,129663,train
68220,129664,train
68221,129665,train
68222,129666,validate
68223,129668,validate
68224,129670,validate
68225,129671,validate
68226,129674,train
68227,129678,train
68228,129679,train
68229,129693,train
68230,129694,train
68231,129696,train
68232,129713,train
68233,129737,validate
68234,129739,validate
68235,129740,validate
68236,129741,validate
68237,129742,validate
68238,129743,train
68239,129745,train
68240,129746,train
68241,129747,train
68242,129748,train
68243,129749,train
68244,129750,train
68245,129751,train
68246,129752,train
68247,129758,train
68248,129760,train
68249,129761,train
68250,129762,train
68251,129763,train
68252,129764,train
68253,129765,train
68254,129766,train
68255,129767,train
68256,129768,train
68257,129770,train
68258,129771,train
68259,129772,train
68260,129773,train
68261,129774,train
68262,129779,test
68263,129780,test
68264,129781,test
68265,129782,test
68266,129783,test
68267,129784,test
68268,129785,test
68269,129786,test
68270,129787,test
68271,129788,test
68272,129789,test
68273,129790,test
68274,129791,test
68275,129792,test
68276,129793,test
68277,129794,test
68278,129795,test
68279,129796,test
68280,129799,train
68281,129800,train
68282,129802,train
68283,129803,train
68284,129804,train
68285,129805,train
68286,129806,train
68287,129807,train
68288,129808,train
68289,129810,train
68290,129811,train
68291,129812,train
68292,129813,validate
68293,129814,validate
68294,129815,validate
68295,129816,validate
68296,129817,validate
68297,129818,validate
68298,129821,train
68299,129823,train
68300,129824,train
68301,129825,train
68302,129826,train
68303,129827,train
68304,129828,test
68305,129830,test
68306,129831,test
68307,129833,test
68308,129835,test
68309,129837,test
68310,129839,test
68311,129841,test
68312,129842,train
68313,129844,train
68314,129845,train
68315,129847,train
68316,129849,train
68317,129850,train
68318,129851,train
68319,129852,train
68320,129853,train
68321,129854,train
68322,129855,train
68323,129856,train
68324,129857,train
68325,129859,train
68326,129860,train
68327,129861,train
68328,129862,train
68329,129863,train
68330,129864,test
68331,129865,test
68332,129866,train
68333,129868,train
68334,129870,train
68335,129871,train
68336,129872,train
68337,129873,train
68338,129874,train
68339,129890,train
68340,129891,train
68341,129893,train
68342,129894,train
68343,129895,validate
68344,129897,validate
68345,129899,validate
68346,129904,test
68347,129906,train
68348,129908,train
68349,129910,train
68350,129916,train
68351,129917,train
68352,129918,train
68353,129919,train
68354,129920,train
68355,129921,train
68356,129922,train
68357,129923,train
68358,129924,train
68359,129926,train
68360,129928,train
68361,129936,train
68362,129943,train
68363,129945,train
68364,129947,train
68365,129949,train
68366,129951,train
68367,129952,train
68368,129954,train
68369,129956,train
68370,129958,train
68371,129960,train
68372,129962,train
68373,129963,train
68374,129964,train
68375,129965,train
68376,129966,train
68377,129967,train
68378,129968,train
68379,129969,train
68380,129970,train
68381,129971,train
68382,129972,train
68383,129973,train
68384,129974,train
68385,129975,train
68386,129976,train
68387,129977,train
68388,129978,train
68389,129979,train
68390,129980,train
68391,129981,train
68392,129982,train
68393,129983,train
68394,129984,train
68395,129985,train
68396,129987,train
68397,129988,train
68398,129990,train
68399,129992,train
68400,129994,train
68401,129995,train
68402,129996,train
68403,130007,validate
68404,130009,train
68405,130011,train
68406,130013,train
68407,130015,train
68408,130017,train
68409,130018,train
68410,130019,train
68411,130020,train
68412,130021,train
68413,130022,train
68414,130024,train
68415,130027,test
68416,130029,test
68417,130031,test
68418,130032,test
68419,130033,test
68420,130034,test
68421,130046,train
68422,130050,train
68423,130051,validate
68424,130057,test
68425,130059,test
68426,130061,test
68427,130062,train
68428,130064,train
68429,130066,train
68430,130067,train
68431,130068,train
68432,130069,train
68433,130070,train
68434,130071,train
68435,130072,test
68436,130074,test
68437,130088,train
68438,130090,train
68439,130091,train
68440,130092,train
68441,130093,train
68442,130094,train
68443,130095,train
68444,130096,train
68445,130097,train
68446,130100,train
68447,130101,test
68448,130102,train
68449,130103,train
68450,130106,test
68451,130107,test
68452,130108,test
68453,130109,test
68454,130110,test
68455,130111,test
68456,130112,test
68457,130113,test
68458,130114,test
68459,130115,test
68460,130116,test
68461,130117,test
68462,130118,test
68463,130127,test
68464,130129,test
68465,130131,train
68466,130133,train
68467,130135,train
68468,130138,train
68469,130139,test
68470,130140,train
68471,130155,train
68472,130156,train
68473,130157,train
68474,130159,train
68475,130160,train
68476,130161,train
68477,130162,train
68478,130164,train
68479,130168,train
68480,130174,train
68481,130176,train
68482,130178,train
68483,130180,train
68484,130182,train
68485,130183,train
68486,130184,train
68487,130185,train
68488,130186,train
68489,130187,train
68490,130188,test
68491,130189,test
68492,130191,train
68493,130205,train
68494,130207,train
68495,130208,train
68496,130209,train
68497,130210,train
68498,130212,train
68499,130213,train
68500,130214,train
68501,130215,train
68502,130216,train
68503,130217,train
68504,130224,train
68505,130225,train
68506,130226,train
68507,130227,train
68508,130228,train
68509,130229,train
68510,130230,train
68511,130249,test
68512,130251,test
68513,130253,test
68514,130255,test
68515,130256,test
68516,130257,test
68517,130283,train
68518,130285,train
68519,130287,train
68520,130288,train
68521,130289,train
68522,130290,test
68523,130292,test
68524,130293,test
68525,130294,test
68526,130295,test
68527,130296,test
68528,130297,test
68529,130305,test
68530,130307,test
68531,130308,test
68532,130309,test
68533,130310,test
68534,130314,train
68535,130317,train
68536,130319,train
68537,130320,train
68538,130322,train
68539,130323,train
68540,130324,train
68541,130325,train
68542,130326,train
68543,130328,train
68544,130329,train
68545,130330,train
68546,130331,train
68547,130332,train
68548,130333,train
68549,130334,train
68550,130335,train
68551,130336,train
68552,130337,train
68553,130338,train
68554,130339,train
68555,130340,train
68556,130341,train
68557,130343,train
68558,130344,train
68559,130345,train
68560,130346,train
68561,130347,train
68562,130348,train
68563,130349,train
68564,130350,train
68565,130351,train
68566,130352,train
68567,130353,train
68568,130354,train
68569,130355,train
68570,130356,train
68571,130357,train
68572,130362,train
68573,130366,validate
68574,130369,train
68575,130371,train
68576,130373,test
68577,130375,test
68578,130376,test
68579,130378,test
68580,130379,test
68581,130380,test
68582,130381,train
68583,130383,train
68584,130384,train
68585,130385,train
68586,130386,train
68587,130387,train
68588,130388,train
68589,130389,train
68590,130390,test
68591,130392,test
68592,130397,train
68593,130402,train
68594,130403,train
68595,130404,train
68596,130405,train
68597,130406,test
68598,130407,test
68599,130408,test
68600,130414,train
68601,130415,train
68602,130416,train
68603,130417,train
68604,130419,test
68605,130427,test
68606,130428,test
68607,130430,train
68608,130431,train
68609,130433,train
68610,130434,validate
68611,130435,validate
68612,130436,validate
68613,130437,test
68614,130442,test
68615,130444,test
68616,130446,test
68617,130448,test
68618,130450,test
68619,130452,train
68620,130453,train
68621,130454,test
68622,130456,train
68623,130458,test
68624,130460,test
68625,130461,train
68626,130463,train
68627,130464,test
68628,130465,test
68629,130467,test
68630,130468,train
68631,130469,train
68632,130486,test
68633,130488,train
68634,130492,validate
68635,130493,validate
68636,130494,validate
68637,130495,validate
68638,130496,train
68639,130497,train
68640,130502,validate
68641,130503,validate
68642,130505,train
68643,130509,train
68644,130510,train
68645,130511,validate
68646,130512,validate
68647,130515,test
68648,130517,test
68649,130518,train
68650,130520,test
68651,130526,test
68652,130527,test
68653,130528,train
68654,130529,train
68655,130530,train
68656,130534,train
68657,130536,train
68658,130537,train
68659,130538,test
68660,130540,test
68661,130542,test
68662,130543,test
68663,130544,test
68664,130545,test
68665,130546,test
68666,130547,test
68667,130548,test
68668,130549,test
68669,130550,test
68670,130551,test
68671,130552,validate
68672,130553,validate
68673,130555,train
68674,130557,train
68675,130558,train
68676,130560,train
68677,130561,train
68678,130562,train
68679,130563,test
68680,130564,test
68681,130566,test
68682,130568,test
68683,130570,test
68684,130572,test
68685,130573,test
68686,130579,train
68687,130581,train
68688,130583,train
68689,130584,train
68690,130585,train
68691,130586,train
68692,130587,train
68693,130588,train
68694,130589,test
68695,130591,test
68696,130598,train
68697,130600,train
68698,130601,train
68699,130602,train
68700,130604,train
68701,130607,train
68702,130612,train
68703,130614,train
68704,130617,train
68705,130619,train
68706,130621,train
68707,130622,train
68708,130623,train
68709,130624,train
68710,130625,train
68711,130626,train
68712,130627,train
68713,130629,train
68714,130630,train
68715,130631,train
68716,130632,train
68717,130633,train
68718,130634,train
68719,130635,train
68720,130636,train
68721,130637,train
68722,130638,train
68723,130639,train
68724,130640,train
68725,130641,train
68726,130642,train
68727,130643,train
68728,130644,validate
68729,130646,train
68730,130648,train
68731,130649,train
68732,130651,train
68733,130653,train
68734,130654,train
68735,130655,train
68736,130656,train
68737,130657,train
68738,130658,train
68739,130659,train
68740,130660,train
68741,130661,train
68742,130662,train
68743,130663,train
68744,130664,train
68745,130665,train
68746,130666,train
68747,130667,train
68748,130668,train
68749,130669,train
68750,130670,train
68751,130672,validate
68752,130674,validate
68753,130676,validate
68754,130678,validate
68755,130680,validate
68756,130682,validate
68757,130684,validate
68758,130686,validate
68759,130688,validate
68760,130689,validate
68761,130690,validate
68762,130691,validate
68763,130692,validate
68764,130693,train
68765,130695,train
68766,130696,train
68767,130697,train
68768,130698,train
68769,130700,train
68770,130701,train
68771,130703,train
68772,130705,train
68773,130706,train
68774,130708,train
68775,130709,train
68776,130710,train
68777,130711,train
68778,130712,train
68779,130713,train
68780,130714,train
68781,130715,train
68782,130716,test
68783,130717,test
68784,130718,train
68785,130719,train
68786,130720,train
68787,130721,train
68788,130722,train
68789,130723,train
68790,130724,train
68791,130725,train
68792,130726,train
68793,130727,train
68794,130731,test
68795,130732,test
68796,130733,test
68797,130734,test
68798,130735,test
68799,130745,test
68800,130747,test
68801,130753,train
68802,130754,train
68803,130755,train
68804,130756,train
68805,130757,test
68806,130766,train
68807,130767,train
68808,130771,train
68809,130773,train
68810,130775,train
68811,130777,train
68812,130779,train
68813,130780,train
68814,130782,train
68815,130784,train
68816,130785,test
68817,130787,train
68818,130789,train
68819,130790,train
68820,130792,train
68821,130794,train
68822,130796,train
68823,130798,train
68824,130799,train
68825,130800,train
68826,130801,train
68827,130802,train
68828,130803,train
68829,130804,train
68830,130805,train
68831,130806,train
68832,130807,train
68833,130809,test
68834,130810,train
68835,130811,train
68836,130820,train
68837,130823,train
68838,130824,train
68839,130826,train
68840,130827,train
68841,130828,train
68842,130829,train
68843,130857,validate
68844,130859,validate
68845,130860,validate
68846,130861,train
68847,130863,train
68848,130864,train
68849,130865,train
68850,130866,train
68851,130867,train
68852,130868,test
68853,130872,train
68854,130873,train
68855,130875,train
68856,130876,train
68857,130878,train
68858,130879,train
68859,130880,test
68860,130881,test
68861,130883,test
68862,130884,test
68863,130885,test
68864,130886,test
68865,130887,test
68866,130888,test
68867,130897,train
68868,130900,train
68869,130901,train
68870,130903,test
68871,130905,train
68872,130906,train
68873,130908,train
68874,130909,train
68875,130910,train
68876,130911,train
68877,130912,train
68878,130913,train
68879,130914,train
68880,130917,train
68881,130920,train
68882,130921,train
68883,130922,train
68884,130923,train
68885,130924,train
68886,130925,train
68887,130927,train
68888,130929,train
68889,130930,train
68890,130931,train
68891,130935,test
68892,130937,train
68893,130938,train
68894,130940,train
68895,130941,train
68896,130942,train
68897,130944,train
68898,130948,test
68899,130949,test
68900,130950,test
68901,130952,test
68902,130953,train
68903,130955,train
68904,130956,train
68905,130957,train
68906,130958,train
68907,130964,train
68908,130965,train
68909,130966,train
68910,130967,train
68911,130968,train
68912,130969,train
68913,130970,train
68914,130971,train
68915,130980,test
68916,130982,train
68917,130983,train
68918,130988,train
68919,130989,train
68920,130990,train
68921,130991,train
68922,130992,train
68923,130993,train
68924,130995,train
68925,130997,train
68926,130999,train
68927,131000,train
68928,131001,train
68929,131002,validate
68930,131007,test
68931,131008,test
68932,131009,train
68933,131017,train
68934,131029,test
68935,131031,test
68936,131032,test
68937,131033,test
68938,131034,test
68939,131051,test
68940,131053,test
68941,131055,test
68942,131057,test
68943,131059,test
68944,131060,test
68945,131061,test
68946,131063,test
68947,131064,test
68948,131066,test
68949,131067,train
68950,131068,train
68951,131070,train
68952,131071,train
68953,131072,test
68954,131074,test
68955,131077,test
68956,131078,test
68957,131079,test
68958,131080,test
68959,131081,test
68960,131082,test
68961,131083,test
68962,131085,test
68963,131093,test
68964,131095,train
68965,131097,train
68966,131099,train
68967,131100,test
68968,131101,test
68969,131102,test
68970,131103,validate
68971,131114,train
68972,131116,train
68973,131118,train
68974,131120,train
68975,131121,train
68976,131122,train
68977,131124,train
68978,131125,train
68979,131126,train
68980,131127,train
68981,131128,train
68982,131129,train
68983,131130,train
68984,131131,train
68985,131132,train
68986,131133,train
68987,131134,train
68988,131135,train
68989,131137,train
68990,131138,train
68991,131141,train
68992,131143,train
68993,131144,train
68994,131145,train
68995,131146,test
68996,131149,test
68997,131151,test
68998,131152,test
68999,131153,train
69000,131155,train
69001,131156,train
69002,131157,train
69003,131158,train
69004,131159,train
69005,131161,train
69006,131169,test
69007,131172,validate
69008,131173,train
69009,131175,train
69010,131176,train
69011,131177,train
69012,131178,validate
69013,131179,validate
69014,131180,train
69015,131182,train
69016,131183,train
69017,131184,train
69018,131185,test
69019,131186,test
69020,131188,test
69021,131189,test
69022,131190,test
69023,131191,test
69024,131192,test
69025,131193,test
69026,131194,test
69027,131195,test
69028,131196,test
69029,131197,test
69030,131198,test
69031,131199,test
69032,131201,train
69033,131209,train
69034,131211,train
69035,131212,train
69036,131213,train
69037,131214,train
69038,131215,train
69039,131216,train
69040,131217,train
69041,131218,train
69042,131219,train
69043,131220,train
69044,131229,train
69045,131230,train
69046,131231,train
69047,131240,test
69048,131241,test
69049,131242,test
69050,131243,train
69051,131244,train
69052,131245,train
69053,131246,train
69054,131247,train
69055,131248,train
69056,131249,train
69057,131250,train
69058,131251,train
69059,131253,train
69060,131254,train
69061,131255,train
69062,131256,train
69063,131257,train
69064,131258,train
69065,131259,train
69066,131260,train
69067,131261,train
69068,131262,train
69069,131263,train
69070,131264,train
69071,131265,train
69072,131266,train
69073,131267,train
69074,131269,train
69075,131270,train
69076,131271,train
69077,131272,train
69078,131273,train
69079,131274,train
69080,131275,train
69081,131276,train
69082,131277,train
69083,131278,train
69084,131279,train
69085,131280,train
69086,131281,train
69087,131283,train
69088,131284,train
69089,131285,train
69090,131286,train
69091,131287,train
69092,131288,train
69093,131289,train
69094,131290,train
69095,131291,train
69096,131292,train
69097,131293,train
69098,131294,train
69099,131297,train
69100,131300,train
69101,131302,train
69102,131303,train
69103,131304,train
69104,131305,train
69105,131306,train
69106,131307,train
69107,131308,train
69108,131309,train
69109,131310,train
69110,131311,train
69111,131312,train
69112,131313,train
69113,131314,train
69114,131354,train
69115,131355,train
69116,131357,train
69117,131359,train
69118,131361,test
69119,131362,test
69120,131363,train
69121,131365,train
69122,131366,validate
69123,131368,validate
69124,131370,validate
69125,131372,validate
69126,131373,validate
69127,131374,validate
69128,131375,validate
69129,131376,validate
69130,131377,validate
69131,131378,validate
69132,131379,validate
69133,131381,validate
69134,131382,validate
69135,131383,validate
69136,131384,validate
69137,131385,validate
69138,131386,validate
69139,131429,test
69140,131434,train
69141,131436,train
69142,131438,train
69143,131439,train
69144,131440,train
69145,131441,train
69146,131442,train
69147,131443,train
69148,131444,train
69149,131445,train
69150,131446,train
69151,131447,train
69152,131449,train
69153,131450,train
69154,131451,train
69155,131452,train
69156,131453,train
69157,131454,train
69158,131455,train
69159,131456,train
69160,131457,train
69161,131458,train
69162,131459,train
69163,131460,test
69164,131463,test
69165,131464,test
69166,131465,test
69167,131472,train
69168,131474,train
69169,131476,train
69170,131477,train
69171,131484,test
69172,131486,test
69173,131487,test
69174,131488,train
69175,131489,train
69176,131491,train
69177,131493,train
69178,131495,train
69179,131496,train
69180,131497,train
69181,131498,train
69182,131500,train
69183,131501,train
69184,131502,train
69185,131503,train
69186,131504,train
69187,131505,train
69188,131507,train
69189,131508,train
69190,131510,train
69191,131511,test
69192,131513,train
69193,131516,test
69194,131520,validate
69195,131521,validate
69196,131523,validate
69197,131525,train
69198,131527,train
69199,131529,train
69200,131531,train
69201,131533,train
69202,131534,train
69203,131535,train
69204,131536,train
69205,131537,train
69206,131538,train
69207,131539,train
69208,131540,train
69209,131541,train
69210,131542,train
69211,131543,train
69212,131544,train
69213,131545,train
69214,131546,train
69215,131547,train
69216,131548,train
69217,131549,train
69218,131550,train
69219,131551,train
69220,131552,train
69221,131553,train
69222,131554,train
69223,131555,train
69224,131556,train
69225,131557,train
69226,131558,train
69227,131559,train
69228,131560,train
69229,131561,train
69230,131562,train
69231,131563,train
69232,131566,test
69233,131568,test
69234,131570,train
69235,131571,train
69236,131580,train
69237,131582,test
69238,131583,test
69239,131584,test
69240,131585,test
69241,131586,test
69242,131588,test
69243,131589,test
69244,131590,test
69245,131591,test
69246,131592,test
69247,131593,test
69248,131594,test
69249,131595,test
69250,131596,test
69251,131597,test
69252,131598,test
69253,131599,test
69254,131600,test
69255,131601,test
69256,131602,test
69257,131603,test
69258,131604,validate
69259,131605,validate
69260,131606,validate
69261,131607,train
69262,131608,train
69263,131609,train
69264,131611,test
69265,131612,test
69266,131613,test
69267,131614,test
69268,131615,test
69269,131616,test
69270,131617,train
69271,131619,train
69272,131620,train
69273,131621,train
69274,131635,test
69275,131636,test
69276,131637,test
69277,131639,test
69278,131640,test
69279,131641,train
69280,131642,test
69281,131643,test
69282,131647,test
69283,131649,test
69284,131651,validate
69285,131653,validate
69286,131655,validate
69287,131656,validate
69288,131658,train
69289,131664,test
69290,131667,test
69291,131668,test
69292,131669,test
69293,131670,test
69294,131671,test
69295,131672,test
69296,131673,test
69297,131674,test
69298,131694,train
69299,131696,train
69300,131698,train
69301,131700,train
69302,131702,train
69303,131703,test
69304,131705,validate
69305,131707,validate
69306,131708,validate
69307,131709,test
69308,131711,test
69309,131712,test
69310,131713,train
69311,131714,train
69312,131715,train
69313,131716,train
69314,131717,train
69315,131718,train
69316,131719,train
69317,131720,train
69318,131735,test
69319,131737,test
69320,131738,test
69321,131739,test
69322,131740,test
69323,131741,test
69324,131742,train
69325,131744,train
69326,131746,train
69327,131748,train
69328,131749,train
69329,131751,train
69330,131783,validate
69331,131785,validate
69332,131786,validate
69333,131787,validate
69334,131788,validate
69335,131789,train
69336,131791,test
69337,131793,test
69338,131795,test
69339,131796,test
69340,131797,test
69341,131802,train
69342,131803,train
69343,131804,train
69344,131809,train
69345,131816,validate
69346,131817,validate
69347,131818,validate
69348,131819,train
69349,131839,train
69350,131840,train
69351,131841,train
69352,131842,train
69353,131852,train
69354,131858,train
69355,131859,train
69356,131861,test
69357,131862,validate
69358,131863,validate
69359,131864,validate
69360,131865,validate
69361,131866,validate
69362,131867,validate
69363,131868,validate
69364,131869,train
69365,131871,train
69366,131873,train
69367,131874,train
69368,131875,train
69369,131876,train
69370,131877,train
69371,131878,train
69372,131880,train
69373,131882,train
69374,131884,train
69375,131886,train
69376,131887,train
69377,131888,train
69378,131889,train
69379,131892,train
69380,131893,train
69381,131894,test
69382,131895,test
69383,131907,train
69384,131909,test
69385,131910,test
69386,131911,test
69387,131912,test
69388,131913,test
69389,131914,train
69390,131922,test
69391,131924,train
69392,131925,train
69393,131927,train
69394,131928,test
69395,131929,validate
69396,131931,train
69397,131933,train
69398,131934,test
69399,131935,train
69400,131938,train
69401,131939,train
69402,131941,train
69403,131942,train
69404,131944,train
69405,131945,train
69406,131946,test
69407,131948,train
69408,131972,train
69409,131974,train
69410,131975,train
69411,131976,train
69412,131978,train
69413,131980,train
69414,131981,train
69415,131991,validate
69416,131993,validate
69417,131995,validate
69418,131997,test
69419,131999,test
69420,132001,train
69421,132002,train
69422,132005,train
69423,132007,train
69424,132008,train
69425,132009,train
69426,132010,train
69427,132011,train
69428,132012,train
69429,132013,train
69430,132014,test
69431,132016,test
69432,132018,train
69433,132019,train
69434,132025,test
69435,132026,test
69436,132029,validate
69437,132031,test
69438,132033,test
69439,132034,test
69440,132036,test
69441,132038,test
69442,132039,test
69443,132041,test
69444,132043,test
69445,132045,test
69446,132047,test
69447,132048,test
69448,132049,test
69449,132050,test
69450,132051,test
69451,132052,test
69452,132053,test
69453,132054,test
69454,132055,test
69455,132056,test
69456,132057,test
69457,132058,test
69458,132059,test
69459,132060,test
69460,132061,test
69461,132062,test
69462,132063,test
69463,132064,validate
69464,132065,validate
69465,132066,test
69466,132068,test
69467,132070,train
69468,132071,train
69469,132072,train
69470,132076,train
69471,132081,validate
69472,132083,validate
69473,132085,train
69474,132087,train
69475,132089,train
69476,132090,train
69477,132091,train
69478,132092,validate
69479,132111,train
69480,132113,test
69481,132118,test
69482,132120,test
69483,132123,train
69484,132124,train
69485,132125,train
69486,132126,train
69487,132127,train
69488,132128,train
69489,132132,test
69490,132135,train
69491,132136,train
69492,132140,train
69493,132142,train
69494,132143,train
69495,132144,train
69496,132145,train
69497,132147,train
69498,132149,train
69499,132150,train
69500,132151,train
69501,132152,train
69502,132153,train
69503,132154,train
69504,132155,train
69505,132156,train
69506,132157,train
69507,132158,train
69508,132159,train
69509,132160,train
69510,132161,train
69511,132162,train
69512,132163,train
69513,132164,train
69514,132165,test
69515,132167,test
69516,132168,test
69517,132169,test
69518,132170,test
69519,132172,test
69520,132174,test
69521,132175,validate
69522,132176,validate
69523,132179,train
69524,132182,train
69525,132184,train
69526,132186,train
69527,132188,train
69528,132189,train
69529,132190,train
69530,132191,train
69531,132201,train
69532,132202,train
69533,132205,validate
69534,132209,train
69535,132211,train
69536,132213,train
69537,132214,validate
69538,132217,test
69539,132219,test
69540,132220,test
69541,132221,test
69542,132222,test
69543,132223,test
69544,132224,test
69545,132225,test
69546,132226,test
69547,132227,train
69548,132228,train
69549,132229,train
69550,132230,test
69551,132232,test
69552,132233,test
69553,132234,validate
69554,132235,test
69555,132237,test
69556,132239,train
69557,132240,test
69558,132242,validate
69559,132244,validate
69560,132246,validate
69561,132247,train
69562,132248,train
69563,132249,train
69564,132252,train
69565,132254,train
69566,132255,train
69567,132267,test
69568,132270,train
69569,132271,train
69570,132272,train
69571,132273,train
69572,132274,train
69573,132276,train
69574,132278,train
69575,132280,train
69576,132281,train
69577,132282,train
69578,132283,train
69579,132284,test
69580,132286,train
69581,132288,train
69582,132289,train
69583,132290,test
69584,132291,test
69585,132292,test
69586,132293,test
69587,132294,test
69588,132295,test
69589,132296,test
69590,132297,test
69591,132299,test
69592,132300,test
69593,132301,test
69594,132304,test
69595,132306,test
69596,132310,train
69597,132319,train
69598,132320,train
69599,132321,train
69600,132331,train
69601,132334,train
69602,132342,test
69603,132343,test
69604,132345,test
69605,132347,validate
69606,132349,test
69607,132350,test
69608,132351,train
69609,132353,train
69610,132360,train
69611,132361,test
69612,132362,train
69613,132363,test
69614,132364,test
69615,132365,test
69616,132375,train
69617,132376,validate
69618,132381,train
69619,132384,test
69620,132386,test
69621,132388,test
69622,132389,test
69623,132390,test
69624,132391,test
69625,132392,test
69626,132395,test
69627,132397,test
69628,132398,test
69629,132399,test
69630,132401,test
69631,132403,test
69632,132404,test
69633,132408,validate
69634,132409,validate
69635,132410,test
69636,132412,test
69637,132413,test
69638,132414,test
69639,132415,test
69640,132416,test
69641,132417,test
69642,132418,test
69643,132419,test
69644,132420,train
69645,132421,train
69646,132422,train
69647,132423,train
69648,132424,train
69649,132425,train
69650,132426,train
69651,132429,test
69652,132431,test
69653,132433,test
69654,132434,test
69655,132435,validate
69656,132442,test
69657,132443,test
69658,132444,test
69659,132445,test
69660,132446,test
69661,132447,test
69662,132448,test
69663,132449,test
69664,132450,test
69665,132451,test
69666,132452,test
69667,132463,validate
69668,132464,validate
69669,132465,validate
69670,132466,train
69671,132475,validate
69672,132477,validate
69673,132481,train
69674,132486,train
69675,132488,train
69676,132490,validate
69677,132492,validate
69678,132493,validate
69679,132494,validate
69680,132495,validate
69681,132496,validate
69682,132497,validate
69683,132498,validate
69684,132502,train
69685,132504,train
69686,132506,validate
69687,132508,train
69688,132510,train
